"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","EMP","MEN","THND_PER","A","1965",3346.5,
"AUS","EMP","MEN","THND_PER","A","1966",3362.5,
"AUS","EMP","MEN","THND_PER","A","1967",3412.5,
"AUS","EMP","MEN","THND_PER","A","1968",3474,
"AUS","EMP","MEN","THND_PER","A","1969",3548,
"AUS","EMP","MEN","THND_PER","A","1970",3643.5,
"AUS","EMP","MEN","THND_PER","A","1971",3707.5,
"AUS","EMP","MEN","THND_PER","A","1972",3758.5,
"AUS","EMP","MEN","THND_PER","A","1973",3825.5,
"AUS","EMP","MEN","THND_PER","A","1974",3868.75,
"AUS","EMP","MEN","THND_PER","A","1975",3831,
"AUS","EMP","MEN","THND_PER","A","1976",3863,
"AUS","EMP","MEN","THND_PER","A","1977",3879,"B"
"AUS","EMP","MEN","THND_PER","A","1978",3884.019,
"AUS","EMP","MEN","THND_PER","A","1979",3932.371,
"AUS","EMP","MEN","THND_PER","A","1980",3997.748,
"AUS","EMP","MEN","THND_PER","A","1981",4073.077,
"AUS","EMP","MEN","THND_PER","A","1982",4057.55,
"AUS","EMP","MEN","THND_PER","A","1983",3946.847,
"AUS","EMP","MEN","THND_PER","A","1984",4042.37,
"AUS","EMP","MEN","THND_PER","A","1985",4126.372,
"AUS","EMP","MEN","THND_PER","A","1986",4234.265,
"AUS","EMP","MEN","THND_PER","A","1987",4290.989,
"AUS","EMP","MEN","THND_PER","A","1988",4423.41,
"AUS","EMP","MEN","THND_PER","A","1989",4566.017,
"AUS","EMP","MEN","THND_PER","A","1990",4600.225,
"AUS","EMP","MEN","THND_PER","A","1991",4449.521,
"AUS","EMP","MEN","THND_PER","A","1992",4402.28,
"AUS","EMP","MEN","THND_PER","A","1993",4403.292,
"AUS","EMP","MEN","THND_PER","A","1994",4532.231,
"AUS","EMP","MEN","THND_PER","A","1995",4665.304,
"AUS","EMP","MEN","THND_PER","A","1996",4715.818,
"AUS","EMP","MEN","THND_PER","A","1997",4742.123,
"AUS","EMP","MEN","THND_PER","A","1998",4812.578,
"AUS","EMP","MEN","THND_PER","A","1999",4890.84,
"AUS","EMP","MEN","THND_PER","A","2000",4978.391,
"AUS","EMP","MEN","THND_PER","A","2001",5008.421,
"AUS","EMP","MEN","THND_PER","A","2002",5101.588,
"AUS","EMP","MEN","THND_PER","A","2003",5192.441,
"AUS","EMP","MEN","THND_PER","A","2004",5296.681,
"AUS","EMP","MEN","THND_PER","A","2005",5443.297,
"AUS","EMP","MEN","THND_PER","A","2006",5559.523,
"AUS","EMP","MEN","THND_PER","A","2007",5732.45,
"AUS","EMP","MEN","THND_PER","A","2008",5880.447,
"AUS","EMP","MEN","THND_PER","A","2009",5879.186,
"AUS","EMP","MEN","THND_PER","A","2010",6021.409,
"AUS","EMP","MEN","THND_PER","A","2011",6107.871,
"AUS","EMP","MEN","THND_PER","A","2012",6163.553,
"AUS","EMP","MEN","THND_PER","A","2013",6200.635,
"AUS","EMP","MEN","THND_PER","A","2014",6231.923,
"AUS","EMP","MEN","THND_PER","A","2015",6327.085,
"AUS","EMP","MEN","THND_PER","A","2016",6403.385,
"AUS","EMP","MEN","THND_PER","A","2017",6528.824,
"AUS","EMP","MEN","THND_PER","A","2018",6680.417,
"AUS","EMP","TOT","THND_PER","A","1964",4495.5,
"AUS","EMP","TOT","THND_PER","A","1965",4628.25,
"AUS","EMP","TOT","THND_PER","A","1966",4785.15,
"AUS","EMP","TOT","THND_PER","A","1967",4928,
"AUS","EMP","TOT","THND_PER","A","1968",5046.225,
"AUS","EMP","TOT","THND_PER","A","1969",5187.6,
"AUS","EMP","TOT","THND_PER","A","1970",5387.475,
"AUS","EMP","TOT","THND_PER","A","1971",5516.65,
"AUS","EMP","TOT","THND_PER","A","1972",5601.35,
"AUS","EMP","TOT","THND_PER","A","1973",5765.05,
"AUS","EMP","TOT","THND_PER","A","1974",5891.15,
"AUS","EMP","TOT","THND_PER","A","1975",5866.375,
"AUS","EMP","TOT","THND_PER","A","1976",5945.975,
"AUS","EMP","TOT","THND_PER","A","1977",6000.05,"B"
"AUS","EMP","TOT","THND_PER","A","1978",5987.125,
"AUS","EMP","TOT","THND_PER","A","1979",6110.624,
"AUS","EMP","TOT","THND_PER","A","1980",6284.27,
"AUS","EMP","TOT","THND_PER","A","1981",6416.457,
"AUS","EMP","TOT","THND_PER","A","1982",6414.892,
"AUS","EMP","TOT","THND_PER","A","1983",6300.37,
"AUS","EMP","TOT","THND_PER","A","1984",6493.854,
"AUS","EMP","TOT","THND_PER","A","1985",6697.425,
"AUS","EMP","TOT","THND_PER","A","1986",6974.489,
"AUS","EMP","TOT","THND_PER","A","1987",7128.735,
"AUS","EMP","TOT","THND_PER","A","1988",7398.242,
"AUS","EMP","TOT","THND_PER","A","1989",7719.77,
"AUS","EMP","TOT","THND_PER","A","1990",7858.817,
"AUS","EMP","TOT","THND_PER","A","1991",7670.535,
"AUS","EMP","TOT","THND_PER","A","1992",7634.416,
"AUS","EMP","TOT","THND_PER","A","1993",7653.395,
"AUS","EMP","TOT","THND_PER","A","1994",7899.284,
"AUS","EMP","TOT","THND_PER","A","1995",8188.812,
"AUS","EMP","TOT","THND_PER","A","1996",8298.891,
"AUS","EMP","TOT","THND_PER","A","1997",8366.658,
"AUS","EMP","TOT","THND_PER","A","1998",8517.424,
"AUS","EMP","TOT","THND_PER","A","1999",8672.614,
"AUS","EMP","TOT","THND_PER","A","2000",8901.732,
"AUS","EMP","TOT","THND_PER","A","2001",9015.015,
"AUS","EMP","TOT","THND_PER","A","2002",9190.267,
"AUS","EMP","TOT","THND_PER","A","2003",9396.537,
"AUS","EMP","TOT","THND_PER","A","2004",9558.361,
"AUS","EMP","TOT","THND_PER","A","2005",9880.634,
"AUS","EMP","TOT","THND_PER","A","2006",10124.23,
"AUS","EMP","TOT","THND_PER","A","2007",10434.27,
"AUS","EMP","TOT","THND_PER","A","2008",10731.17,
"AUS","EMP","TOT","THND_PER","A","2009",10805.58,
"AUS","EMP","TOT","THND_PER","A","2010",11022.24,
"AUS","EMP","TOT","THND_PER","A","2011",11213.82,
"AUS","EMP","TOT","THND_PER","A","2012",11350.8,
"AUS","EMP","TOT","THND_PER","A","2013",11456.71,
"AUS","EMP","TOT","THND_PER","A","2014",11540.16,
"AUS","EMP","TOT","THND_PER","A","2015",11766.27,
"AUS","EMP","TOT","THND_PER","A","2016",11973.09,
"AUS","EMP","TOT","THND_PER","A","2017",12252.01,
"AUS","EMP","TOT","THND_PER","A","2018",12583.78,
"AUS","EMP","WOMEN","THND_PER","A","1965",1395.75,
"AUS","EMP","WOMEN","THND_PER","A","1966",1446,
"AUS","EMP","WOMEN","THND_PER","A","1967",1515.5,
"AUS","EMP","WOMEN","THND_PER","A","1968",1572.25,
"AUS","EMP","WOMEN","THND_PER","A","1969",1639.75,
"AUS","EMP","WOMEN","THND_PER","A","1970",1744.25,
"AUS","EMP","WOMEN","THND_PER","A","1971",1809.25,
"AUS","EMP","WOMEN","THND_PER","A","1972",1842.5,
"AUS","EMP","WOMEN","THND_PER","A","1973",1939.75,
"AUS","EMP","WOMEN","THND_PER","A","1974",2022.5,
"AUS","EMP","WOMEN","THND_PER","A","1975",2035.25,
"AUS","EMP","WOMEN","THND_PER","A","1976",2083.25,
"AUS","EMP","WOMEN","THND_PER","A","1977",2121.25,"B"
"AUS","EMP","WOMEN","THND_PER","A","1978",2152.132,
"AUS","EMP","WOMEN","THND_PER","A","1979",2178.252,
"AUS","EMP","WOMEN","THND_PER","A","1980",2286.522,
"AUS","EMP","WOMEN","THND_PER","A","1981",2343.38,
"AUS","EMP","WOMEN","THND_PER","A","1982",2357.342,
"AUS","EMP","WOMEN","THND_PER","A","1983",2353.523,
"AUS","EMP","WOMEN","THND_PER","A","1984",2451.484,
"AUS","EMP","WOMEN","THND_PER","A","1985",2571.053,
"AUS","EMP","WOMEN","THND_PER","A","1986",2740.225,
"AUS","EMP","WOMEN","THND_PER","A","1987",2837.745,
"AUS","EMP","WOMEN","THND_PER","A","1988",2974.832,
"AUS","EMP","WOMEN","THND_PER","A","1989",3153.752,
"AUS","EMP","WOMEN","THND_PER","A","1990",3258.593,
"AUS","EMP","WOMEN","THND_PER","A","1991",3221.015,
"AUS","EMP","WOMEN","THND_PER","A","1992",3232.136,
"AUS","EMP","WOMEN","THND_PER","A","1993",3250.103,
"AUS","EMP","WOMEN","THND_PER","A","1994",3367.054,
"AUS","EMP","WOMEN","THND_PER","A","1995",3523.509,
"AUS","EMP","WOMEN","THND_PER","A","1996",3583.072,
"AUS","EMP","WOMEN","THND_PER","A","1997",3624.535,
"AUS","EMP","WOMEN","THND_PER","A","1998",3704.846,
"AUS","EMP","WOMEN","THND_PER","A","1999",3781.775,
"AUS","EMP","WOMEN","THND_PER","A","2000",3923.342,
"AUS","EMP","WOMEN","THND_PER","A","2001",4006.594,
"AUS","EMP","WOMEN","THND_PER","A","2002",4088.678,
"AUS","EMP","WOMEN","THND_PER","A","2003",4204.096,
"AUS","EMP","WOMEN","THND_PER","A","2004",4261.68,
"AUS","EMP","WOMEN","THND_PER","A","2005",4437.336,
"AUS","EMP","WOMEN","THND_PER","A","2006",4564.704,
"AUS","EMP","WOMEN","THND_PER","A","2007",4701.819,
"AUS","EMP","WOMEN","THND_PER","A","2008",4850.724,
"AUS","EMP","WOMEN","THND_PER","A","2009",4926.391,
"AUS","EMP","WOMEN","THND_PER","A","2010",5000.834,
"AUS","EMP","WOMEN","THND_PER","A","2011",5105.946,
"AUS","EMP","WOMEN","THND_PER","A","2012",5187.249,
"AUS","EMP","WOMEN","THND_PER","A","2013",5256.074,
"AUS","EMP","WOMEN","THND_PER","A","2014",5308.238,
"AUS","EMP","WOMEN","THND_PER","A","2015",5439.183,
"AUS","EMP","WOMEN","THND_PER","A","2016",5569.702,
"AUS","EMP","WOMEN","THND_PER","A","2017",5723.188,
"AUS","EMP","WOMEN","THND_PER","A","2018",5903.362,
"AUS","EMP","MEN","PC_WKGPOP","A","1979",82.10677,
"AUS","EMP","MEN","PC_WKGPOP","A","1980",82.25813,
"AUS","EMP","MEN","PC_WKGPOP","A","1981",82.324,
"AUS","EMP","MEN","PC_WKGPOP","A","1982",80.50681,
"AUS","EMP","MEN","PC_WKGPOP","A","1983",76.9261,
"AUS","EMP","MEN","PC_WKGPOP","A","1984",77.40482,
"AUS","EMP","MEN","PC_WKGPOP","A","1985",77.6591,
"AUS","EMP","MEN","PC_WKGPOP","A","1986",78.21666,
"AUS","EMP","MEN","PC_WKGPOP","A","1987",77.72889,
"AUS","EMP","MEN","PC_WKGPOP","A","1988",78.56184,
"AUS","EMP","MEN","PC_WKGPOP","A","1989",79.80524,
"AUS","EMP","MEN","PC_WKGPOP","A","1990",79.21233,
"AUS","EMP","MEN","PC_WKGPOP","A","1991",75.75577,
"AUS","EMP","MEN","PC_WKGPOP","A","1992",74.16051,
"AUS","EMP","MEN","PC_WKGPOP","A","1993",73.69975,
"AUS","EMP","MEN","PC_WKGPOP","A","1994",75.05529,
"AUS","EMP","MEN","PC_WKGPOP","A","1995",76.38482,
"AUS","EMP","MEN","PC_WKGPOP","A","1996",76.3037,
"AUS","EMP","MEN","PC_WKGPOP","A","1997",75.84586,
"AUS","EMP","MEN","PC_WKGPOP","A","1998",76.17059,
"AUS","EMP","MEN","PC_WKGPOP","A","1999",76.59881,
"AUS","EMP","MEN","PC_WKGPOP","A","2000",76.92454,
"AUS","EMP","MEN","PC_WKGPOP","A","2001",76.35796,
"AUS","EMP","MEN","PC_WKGPOP","A","2002",76.68957,
"AUS","EMP","MEN","PC_WKGPOP","A","2003",77.05504,
"AUS","EMP","MEN","PC_WKGPOP","A","2004",77.60509,
"AUS","EMP","MEN","PC_WKGPOP","A","2005",78.50571,
"AUS","EMP","MEN","PC_WKGPOP","A","2006",78.8098,
"AUS","EMP","MEN","PC_WKGPOP","A","2007",79.54396,
"AUS","EMP","MEN","PC_WKGPOP","A","2008",79.6843,
"AUS","EMP","MEN","PC_WKGPOP","A","2009",77.78976,
"AUS","EMP","MEN","PC_WKGPOP","A","2010",78.59275,
"AUS","EMP","MEN","PC_WKGPOP","A","2011",78.67326,
"AUS","EMP","MEN","PC_WKGPOP","A","2012",78.136,
"AUS","EMP","MEN","PC_WKGPOP","A","2013",77.5471,
"AUS","EMP","MEN","PC_WKGPOP","A","2014",77.07588,
"AUS","EMP","MEN","PC_WKGPOP","A","2015",77.54211,
"AUS","EMP","MEN","PC_WKGPOP","A","2016",77.53714,
"AUS","EMP","MEN","PC_WKGPOP","A","2017",77.89658,
"AUS","EMP","MEN","PC_WKGPOP","A","2018",78.36476,
"AUS","EMP","TOT","PC_WKGPOP","A","1979",64.38335,
"AUS","EMP","TOT","PC_WKGPOP","A","1980",65.17445,
"AUS","EMP","TOT","PC_WKGPOP","A","1981",65.36742,
"AUS","EMP","TOT","PC_WKGPOP","A","1982",64.16441,
"AUS","EMP","TOT","PC_WKGPOP","A","1983",61.94022,
"AUS","EMP","TOT","PC_WKGPOP","A","1984",62.82397,
"AUS","EMP","TOT","PC_WKGPOP","A","1985",63.7218,
"AUS","EMP","TOT","PC_WKGPOP","A","1986",65.14481,
"AUS","EMP","TOT","PC_WKGPOP","A","1987",65.30288,
"AUS","EMP","TOT","PC_WKGPOP","A","1988",66.48173,
"AUS","EMP","TOT","PC_WKGPOP","A","1989",68.19857,
"AUS","EMP","TOT","PC_WKGPOP","A","1990",68.37136,
"AUS","EMP","TOT","PC_WKGPOP","A","1991",65.9215,
"AUS","EMP","TOT","PC_WKGPOP","A","1992",64.93269,
"AUS","EMP","TOT","PC_WKGPOP","A","1993",64.61858,
"AUS","EMP","TOT","PC_WKGPOP","A","1994",66.00251,
"AUS","EMP","TOT","PC_WKGPOP","A","1995",67.62838,
"AUS","EMP","TOT","PC_WKGPOP","A","1996",67.66373,
"AUS","EMP","TOT","PC_WKGPOP","A","1997",67.36479,
"AUS","EMP","TOT","PC_WKGPOP","A","1998",67.80048,
"AUS","EMP","TOT","PC_WKGPOP","A","1999",68.23203,
"AUS","EMP","TOT","PC_WKGPOP","A","2000",69.09614,
"AUS","EMP","TOT","PC_WKGPOP","A","2001",69.00098,
"AUS","EMP","TOT","PC_WKGPOP","A","2002",69.35914,
"AUS","EMP","TOT","PC_WKGPOP","A","2003",70.01125,
"AUS","EMP","TOT","PC_WKGPOP","A","2004",70.29926,
"AUS","EMP","TOT","PC_WKGPOP","A","2005",71.54403,
"AUS","EMP","TOT","PC_WKGPOP","A","2006",72.12262,
"AUS","EMP","TOT","PC_WKGPOP","A","2007",72.80006,
"AUS","EMP","TOT","PC_WKGPOP","A","2008",73.20431,
"AUS","EMP","TOT","PC_WKGPOP","A","2009",72.05107,
"AUS","EMP","TOT","PC_WKGPOP","A","2010",72.37024,
"AUS","EMP","TOT","PC_WKGPOP","A","2011",72.65694,
"AUS","EMP","TOT","PC_WKGPOP","A","2012",72.34558,
"AUS","EMP","TOT","PC_WKGPOP","A","2013",71.97044,
"AUS","EMP","TOT","PC_WKGPOP","A","2014",71.56635,
"AUS","EMP","TOT","PC_WKGPOP","A","2015",72.15796,
"AUS","EMP","TOT","PC_WKGPOP","A","2016",72.4315,
"AUS","EMP","TOT","PC_WKGPOP","A","2017",72.98936,
"AUS","EMP","TOT","PC_WKGPOP","A","2018",73.76899,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1979",46.43391,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1980",47.89563,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1981",48.22359,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1982",47.62653,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1983",46.76277,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1984",48.01133,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1985",49.55098,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1986",51.83862,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1987",52.65175,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1988",54.17611,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1989",56.41579,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1990",57.3747,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1991",55.96263,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1992",55.59902,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1993",55.44041,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1994",56.85906,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1995",58.79062,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1996",58.95956,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1997",58.84204,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1998",59.40298,
"AUS","EMP","WOMEN","PC_WKGPOP","A","1999",59.85204,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2000",61.2659,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2001",61.65271,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2002",62.03787,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2003",62.97922,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2004",63.00517,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2005",64.5948,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2006",65.44512,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2007",66.06055,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2008",66.71808,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2009",66.30235,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2010",66.14607,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2011",66.6507,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2012",66.57001,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2013",66.41943,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2014",66.09975,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2015",66.83152,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2016",67.39471,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2017",68.15321,
"AUS","EMP","WOMEN","PC_WKGPOP","A","2018",69.23943,
"AUT","EMP","MEN","THND_PER","A","1969",1827,
"AUT","EMP","MEN","THND_PER","A","1970",1820,
"AUT","EMP","MEN","THND_PER","A","1971",1822,
"AUT","EMP","MEN","THND_PER","A","1972",1840,
"AUT","EMP","MEN","THND_PER","A","1973",1854,
"AUT","EMP","MEN","THND_PER","A","1974",1847,"B"
"AUT","EMP","MEN","THND_PER","A","1975",1814,
"AUT","EMP","MEN","THND_PER","A","1976",1821,
"AUT","EMP","MEN","THND_PER","A","1977",1846,
"AUT","EMP","MEN","THND_PER","A","1978",1852,
"AUT","EMP","MEN","THND_PER","A","1979",1876,
"AUT","EMP","MEN","THND_PER","A","1980",1892,
"AUT","EMP","MEN","THND_PER","A","1981",1902,
"AUT","EMP","MEN","THND_PER","A","1982",1971,
"AUT","EMP","MEN","THND_PER","A","1983",1946,
"AUT","EMP","MEN","THND_PER","A","1984",1949,
"AUT","EMP","MEN","THND_PER","A","1985",1957,
"AUT","EMP","MEN","THND_PER","A","1986",1978,
"AUT","EMP","MEN","THND_PER","A","1987",1978,
"AUT","EMP","MEN","THND_PER","A","1988",1973,
"AUT","EMP","MEN","THND_PER","A","1989",1987,
"AUT","EMP","MEN","THND_PER","A","1990",2019,
"AUT","EMP","MEN","THND_PER","A","1991",2047,
"AUT","EMP","MEN","THND_PER","A","1992",2068,
"AUT","EMP","MEN","THND_PER","A","1993",2072,
"AUT","EMP","MEN","THND_PER","A","1994",2117,"B"
"AUT","EMP","MEN","THND_PER","A","1995",2133,
"AUT","EMP","MEN","THND_PER","A","1996",2100,
"AUT","EMP","MEN","THND_PER","A","1997",2094,
"AUT","EMP","MEN","THND_PER","A","1998",2091,
"AUT","EMP","MEN","THND_PER","A","1999",2108,
"AUT","EMP","MEN","THND_PER","A","2000",2110,
"AUT","EMP","MEN","THND_PER","A","2001",2069,
"AUT","EMP","MEN","THND_PER","A","2002",2075,
"AUT","EMP","MEN","THND_PER","A","2003",2085,
"AUT","EMP","MEN","THND_PER","A","2004",2050,
"AUT","EMP","MEN","THND_PER","A","2005",2046.1,
"AUT","EMP","MEN","THND_PER","A","2006",2085,"B"
"AUT","EMP","MEN","THND_PER","A","2007",2138.025,
"AUT","EMP","MEN","THND_PER","A","2008",2163.525,
"AUT","EMP","MEN","THND_PER","A","2009",2133.45,
"AUT","EMP","MEN","THND_PER","A","2010",2148,
"AUT","EMP","MEN","THND_PER","A","2011",2162.325,
"AUT","EMP","MEN","THND_PER","A","2012",2171.325,
"AUT","EMP","MEN","THND_PER","A","2013",2180.2,
"AUT","EMP","MEN","THND_PER","A","2014",2175.2,
"AUT","EMP","MEN","THND_PER","A","2015",2194.125,
"AUT","EMP","MEN","THND_PER","A","2016",2234.4,
"AUT","EMP","MEN","THND_PER","A","2017",2254.35,
"AUT","EMP","MEN","THND_PER","A","2018",2295.55,
"AUT","EMP","TOT","THND_PER","A","1969",2976,
"AUT","EMP","TOT","THND_PER","A","1970",2971,
"AUT","EMP","TOT","THND_PER","A","1971",2973,
"AUT","EMP","TOT","THND_PER","A","1972",2993,
"AUT","EMP","TOT","THND_PER","A","1973",3010,
"AUT","EMP","TOT","THND_PER","A","1974",3010,"B"
"AUT","EMP","TOT","THND_PER","A","1975",2943,
"AUT","EMP","TOT","THND_PER","A","1976",2947,
"AUT","EMP","TOT","THND_PER","A","1977",2988,
"AUT","EMP","TOT","THND_PER","A","1978",3015,
"AUT","EMP","TOT","THND_PER","A","1979",3051,
"AUT","EMP","TOT","THND_PER","A","1980",3070,
"AUT","EMP","TOT","THND_PER","A","1981",3091,
"AUT","EMP","TOT","THND_PER","A","1982",3189,
"AUT","EMP","TOT","THND_PER","A","1983",3159,
"AUT","EMP","TOT","THND_PER","A","1984",3235,
"AUT","EMP","TOT","THND_PER","A","1985",3235,
"AUT","EMP","TOT","THND_PER","A","1986",3279,
"AUT","EMP","TOT","THND_PER","A","1987",3297,
"AUT","EMP","TOT","THND_PER","A","1988",3308,
"AUT","EMP","TOT","THND_PER","A","1989",3342,
"AUT","EMP","TOT","THND_PER","A","1990",3412,
"AUT","EMP","TOT","THND_PER","A","1991",3471,
"AUT","EMP","TOT","THND_PER","A","1992",3543,
"AUT","EMP","TOT","THND_PER","A","1993",3566,
"AUT","EMP","TOT","THND_PER","A","1994",3698,"B"
"AUT","EMP","TOT","THND_PER","A","1995",3729,
"AUT","EMP","TOT","THND_PER","A","1996",3679,
"AUT","EMP","TOT","THND_PER","A","1997",3684,
"AUT","EMP","TOT","THND_PER","A","1998",3689,
"AUT","EMP","TOT","THND_PER","A","1999",3731,
"AUT","EMP","TOT","THND_PER","A","2000",3741,
"AUT","EMP","TOT","THND_PER","A","2001",3708,
"AUT","EMP","TOT","THND_PER","A","2002",3757,
"AUT","EMP","TOT","THND_PER","A","2003",3790,
"AUT","EMP","TOT","THND_PER","A","2004",3732,
"AUT","EMP","TOT","THND_PER","A","2005",3747.425,
"AUT","EMP","TOT","THND_PER","A","2006",3826,"B"
"AUT","EMP","TOT","THND_PER","A","2007",3923.575,
"AUT","EMP","TOT","THND_PER","A","2008",3994.05,
"AUT","EMP","TOT","THND_PER","A","2009",3982.175,
"AUT","EMP","TOT","THND_PER","A","2010",4016.675,
"AUT","EMP","TOT","THND_PER","A","2011",4052.425,
"AUT","EMP","TOT","THND_PER","A","2012",4084.475,
"AUT","EMP","TOT","THND_PER","A","2013",4104.725,
"AUT","EMP","TOT","THND_PER","A","2014",4112.675,
"AUT","EMP","TOT","THND_PER","A","2015",4148.275,
"AUT","EMP","TOT","THND_PER","A","2016",4220.25,
"AUT","EMP","TOT","THND_PER","A","2017",4260.4,
"AUT","EMP","TOT","THND_PER","A","2018",4319.025,
"AUT","EMP","WOMEN","THND_PER","A","1969",1149,
"AUT","EMP","WOMEN","THND_PER","A","1970",1151,
"AUT","EMP","WOMEN","THND_PER","A","1971",1151,
"AUT","EMP","WOMEN","THND_PER","A","1972",1153,
"AUT","EMP","WOMEN","THND_PER","A","1973",1156,
"AUT","EMP","WOMEN","THND_PER","A","1974",1163,"B"
"AUT","EMP","WOMEN","THND_PER","A","1975",1129,
"AUT","EMP","WOMEN","THND_PER","A","1976",1126,
"AUT","EMP","WOMEN","THND_PER","A","1977",1142,
"AUT","EMP","WOMEN","THND_PER","A","1978",1163,
"AUT","EMP","WOMEN","THND_PER","A","1979",1175,
"AUT","EMP","WOMEN","THND_PER","A","1980",1178,
"AUT","EMP","WOMEN","THND_PER","A","1981",1189,
"AUT","EMP","WOMEN","THND_PER","A","1982",1218,
"AUT","EMP","WOMEN","THND_PER","A","1983",1213,
"AUT","EMP","WOMEN","THND_PER","A","1984",1286,
"AUT","EMP","WOMEN","THND_PER","A","1985",1277,
"AUT","EMP","WOMEN","THND_PER","A","1986",1301,
"AUT","EMP","WOMEN","THND_PER","A","1987",1319,
"AUT","EMP","WOMEN","THND_PER","A","1988",1335,
"AUT","EMP","WOMEN","THND_PER","A","1989",1355,
"AUT","EMP","WOMEN","THND_PER","A","1990",1393,
"AUT","EMP","WOMEN","THND_PER","A","1991",1424,
"AUT","EMP","WOMEN","THND_PER","A","1992",1475,
"AUT","EMP","WOMEN","THND_PER","A","1993",1494,
"AUT","EMP","WOMEN","THND_PER","A","1994",1581,"B"
"AUT","EMP","WOMEN","THND_PER","A","1995",1596,
"AUT","EMP","WOMEN","THND_PER","A","1996",1579,
"AUT","EMP","WOMEN","THND_PER","A","1997",1590,
"AUT","EMP","WOMEN","THND_PER","A","1998",1598,
"AUT","EMP","WOMEN","THND_PER","A","1999",1623,
"AUT","EMP","WOMEN","THND_PER","A","2000",1631,
"AUT","EMP","WOMEN","THND_PER","A","2001",1639,
"AUT","EMP","WOMEN","THND_PER","A","2002",1682,
"AUT","EMP","WOMEN","THND_PER","A","2003",1705,
"AUT","EMP","WOMEN","THND_PER","A","2004",1682,
"AUT","EMP","WOMEN","THND_PER","A","2005",1701.375,
"AUT","EMP","WOMEN","THND_PER","A","2006",1741,"B"
"AUT","EMP","WOMEN","THND_PER","A","2007",1785.575,
"AUT","EMP","WOMEN","THND_PER","A","2008",1830.575,
"AUT","EMP","WOMEN","THND_PER","A","2009",1848.75,
"AUT","EMP","WOMEN","THND_PER","A","2010",1868.7,
"AUT","EMP","WOMEN","THND_PER","A","2011",1890.1,
"AUT","EMP","WOMEN","THND_PER","A","2012",1913.2,
"AUT","EMP","WOMEN","THND_PER","A","2013",1924.525,
"AUT","EMP","WOMEN","THND_PER","A","2014",1937.475,
"AUT","EMP","WOMEN","THND_PER","A","2015",1954.15,
"AUT","EMP","WOMEN","THND_PER","A","2016",1985.85,
"AUT","EMP","WOMEN","THND_PER","A","2017",2006.075,
"AUT","EMP","WOMEN","THND_PER","A","2018",2023.5,
"AUT","EMP","MEN","PC_WKGPOP","A","1999",77.575,
"AUT","EMP","MEN","PC_WKGPOP","A","2000",77.375,
"AUT","EMP","MEN","PC_WKGPOP","A","2001",76.7,
"AUT","EMP","MEN","PC_WKGPOP","A","2002",76.375,
"AUT","EMP","MEN","PC_WKGPOP","A","2003",76.375,"B"
"AUT","EMP","MEN","PC_WKGPOP","A","2004",73.325,"B"
"AUT","EMP","MEN","PC_WKGPOP","A","2005",73.75,
"AUT","EMP","MEN","PC_WKGPOP","A","2006",74.95,"B"
"AUT","EMP","MEN","PC_WKGPOP","A","2007",76.325,
"AUT","EMP","MEN","PC_WKGPOP","A","2008",76.85,
"AUT","EMP","MEN","PC_WKGPOP","A","2009",75.525,
